"Document Title",Authors,"Author Affiliations","Publication Title",Date Added To Xplore,"Publication Year","Volume","Issue","Start Page","End Page","Abstract","ISSN",ISBNs,"DOI",Funding Information,PDF Link,"Author Keywords","IEEE Terms","Mesh_Terms",Article Citation Count,Patent Citation Count,"Reference Count","License",Online Date,Issue Date,"Meeting Date","Publisher",Document Identifier
"Forecasting the Pharmacokinetics With Limited Early Frames in Dynamic Brain PET Imaging Using Neural Ordinary Differential Equation","J. Hong; M. Brendel; K. Erlandsson; H. Sari; J. Lu; C. Clement; N. V. Bui; M. Meindl; S. I. Ziegler; H. Barthel; O. Sabri; H. Choi; R. Sznitman; A. Rominger; K. Shi","Department of Nuclear Medicine, University of Bern, Bern, Switzerland; Department of Nuclear Medicine, Ludwig-Maximillians-University of Munich, Munich, Germany; Institute of Nuclear Medicine, University College London, London, U.K; Advanced Clinical Imaging Technology, Siemens Healthcare AG, Lausanne, Switzerland; Huashan Hospital, Fudan University, Shanghai, China; Department of Nuclear Medicine, University of Bern, Bern, Switzerland; Department of Nuclear Medicine, Ludwig-Maximillians-University of Munich, Munich, Germany; Department of Nuclear Medicine, Ludwig-Maximillians-University of Munich, Munich, Germany; Department of Nuclear Medicine, Ludwig-Maximillians-University of Munich, Munich, Germany; Department of Nuclear Medicine, University Hospital Leipzig, Leipzig, Germany; Department of Nuclear Medicine, University Hospital Leipzig, Leipzig, Germany; Department of Nuclear Medicine, Seoul National University Hospital, Seoul, Republic of Korea; ARTORG Center for Biomedical Engineering Research, University of Bern, Bern, Switzerland; Department of Nuclear Medicine, University of Bern, Bern, Switzerland; Department of Nuclear Medicine, University of Bern, Bern, Switzerland",IEEE Transactions on Radiation and Plasma Medical Sciences,"30 Jun 2023","2023","7","6","607","617","In dynamic brain positron emission tomography (PET) studies, acquiring a time series of images, typically lasting more than an hour, is necessary to derive pharmacokinetic parameters. Analytically, these parameters are estimated by establishing kinetic models such as compartment models that consist of sets of ordinary differential equations (ODEs), and by fitting the sparse time-activity curve (TAC) of the tracer. Yet, these models are simplified approximations of highly complex underlying processes, and sufficient samples of TAC are required throughout the entire acquisition, which is not only impractical but also hindered by patient involuntary motion and intrinsic noise. Therefore, recovering samples in missing timeframes are often required, which, in practice, is achieved by interpolation or extrapolation. Here, we introduce a novel deep-learning-based method that utilizes neural ODE (N-ODE) to predict TAC in the extended timeframes by mimicking the analytical method in a data-driven manner. By training N-ODE to solve and fit sets of ODE such that the solution replicates the observed TAC, the N-ODE converges to the functional shapes that best describe the underlying pharmacokinetic processes. We customized N-ODE to predict the full-dynamic images (12 frames, 60 min), hence pharmacokinetic parameters, given limited early-frame images (7–9 frames, 20–30 min). For proof of concept, the proposed N-ODE was applied to simulated and clinical  $^{\mathrm{ 18}}\text{F}$ -PI-2620 brain PET. We demonstrated that the proposed N-ODE delivered promising performance, indicated by bias, variance, and mean absolute error as well as pharmacokinetic parameters, such as rate constants, standardized uptake value ratio (SUVr), and binding potential ( $\mathrm {BP}_{\mathrm {ND}}$ ).","2469-7303","","10.1109/TRPMS.2023.3253261","Swiss National Science Foundation (SNF)(grant numbers:188350); ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10061621","Artificial intelligence;dynamic positron emission tomography (PET);neuroimaging;positron emission tomography PET","Positron emission tomography;Protocols;Mathematical models;Data models;Brain modeling;Analytical models;Nuclear medicine","","4","","41","CCBY","7 Mar 2023","July 2023","","IEEE","IEEE Journals"
"Robust Quickest Change Detection With Sampling Control","Y. Hou; H. Bidkhori; T. Banerjee","Department of Industrial Engineering, University of Pittsburgh, Pittsburgh, PA, USA; Department of Computational and Data Sciences, George Mason University, Fairfax, VA, USA; Department of Industrial Engineering, University of Pittsburgh, Pittsburgh, PA, USA",IEEE Transactions on Signal Processing,"17 Oct 2025","2025","73","","3588","3597","The problem of quickest detection of a change in the distribution of a sequence of random variables is studied. The objective is to detect the change with the minimum possible delay, subject to constraints on the rate of false alarms and the cost of observations used in the decision-making process. The post-change distribution of the data is known only within a distribution family. It is shown that if the post-change family has a distribution that is least favorable in a well-defined sense, then a computationally efficient algorithm can be designed that uses an on-off observation control strategy to save the cost of observations. In addition, the algorithm can detect the change robustly while avoiding unnecessary false alarms. It is shown that the algorithm is also asymptotically robust optimal as the rate of false alarms goes to zero for every fixed constraint on the cost of observations. The algorithm’s effectiveness is validated on simulated data and real public health data.","1941-0476","","10.1109/TSP.2025.3609067","U.S. National Science Foundation(grant numbers:2427909,2427910); ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=11165390","Change detection;data-efficient;observation control;robust optimality","Delays;Costs;Random variables;Measurement;Stochastic processes;Signal processing algorithms;Decision making;Computational efficiency;Training;Public healthcare","","","","33","IEEE","16 Sep 2025","2025","","IEEE","IEEE Journals"
"Deep Image Prior-Based PET Reconstruction From Partial Data","Q. Shan; J. Wang; D. Liu","School of Physical Sciences, University of Science and Technology of China, Hefei, China; School of Mathematical Sciences, University of Science and Technology of China, Hefei, China; Division of Life Sciences and Medicine, the CAS Key Laboratory of Microscale Magnetic Resonance, and the Synergetic Innovation Center of Quantum Information and Quantum Physics, University of Science and Technology of China, Hefei, China",IEEE Transactions on Radiation and Plasma Medical Sciences,"2 Apr 2024","2024","8","4","416","425","In this article, we propose an unsupervised deep learning method for positron emission tomography (PET) reconstruction from incomplete data. This method utilizes the so-called deep image prior (DIP) as an untrained deep convolutional neural network (CNN) to generate object reconstructions. The main idea is to reparameterize the image reconstruction problem as a neural network optimization problem. We show that the proposed method effectively addresses the incomplete data reconstruction problem, which otherwise degrades the image resolution and quality of standard reconstruction algorithms. Meanwhile, the proposed method does not require any pretraining procedures, i.e., it is not biased toward any particular dataset. Hence, it has the potential to be used in clinical situations, where training data would be infeasible or prohibitively expensive. The performance of the proposed approach is evaluated with noisy synthetic data based on the Shepp–Logan and brainweb phantoms, and clinical naive rat data. In addition, robustness studies of the approach with respect to regularization parameters are also carried out. We showcase that the proposed method considerably outperforms the state-of-the-art methods, leading to flexible reconstruction from incomplete PET data.","2469-7303","","10.1109/TRPMS.2023.3280674","National Natural Science Foundation of China(grant numbers:61871356,11771420); National Key Research and Development Program of China(grant numbers:2018YFA0306600); Chinese Academy of Sciences(grant numbers:XDC07040200); Anhui Initiative in Quantum Information Technologies(grant numbers:AHY050000); ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10138068","Contourlet transform;deep image prior (DIP);incomplete data;positron emission tomography (PET);unsupervised learning","Image reconstruction;Electronics packaging;Transforms;Positron emission tomography;Image restoration;Noise measurement;Training","","7","","47","IEEE","29 May 2023","April 2024","","IEEE","IEEE Journals"
"Enhancing performance of VGG-16 for Classifying Dementia Through Synthesized Augmentation using Deep Convolutional Generative Adversarial Network","R. S. Moorthy; N. Venkatesan; S. K. Kamaraj","Sri Ramachandra Faculty of Engineering and Technology, Sri Ramachandra Institute of Higher Education and Research, India; Sri Ramachandra Faculty of Engineering and Technology, Sri Ramachandra Institute of Higher Education and Research, India; Digital Manufacturing Services, L&T Technology Services, Paris, France","2025 International Symposium on Networks, Computers and Communications (ISNCC)","21 Nov 2025","2025","","","1","6","Dementia is a progressive neuro disorder affecting cognitive functions such as memory and reasoning. Early and accurate diagnosis is crucial for timely intervention. Deep learning models have shown promise in medical image classification. However, challenges such as class imbalance in datasets and lack of model interpretability affect the effectiveness of dementia diagnosis. A significant imbalance between healthy and dementia affected images lead to biased performance. Additionally, the functioning of a deep learning model is viewed as a black box, which limits its clinical adoption. This research aims to improve dementia classification and model interpretability by addressing the aforementioned limitations. Deep Convolutional Generative Adversarial Network (DCGAN) is utilized for synthetic data augmentation to balance the dataset. Gradient Class Activation Mapping (Grad-CAM) is used to visualize the decision of the model. The Visual Geometry Group (VGG) - 16 based classifier is trained on a combined dataset (original + augmented) using categorical cross-entropy loss and Adam Optimizer. Performance of the classifier is evaluated through accuracy, precision, and recall. Similarly, the quality of the image is assessed through Structural Similarity Index Measure (SSIM) and the Frechet Inception Distance (FID). Results indicate a significant improvement in classification accuracy with combined data yielding 95.63% validation accuracy when compared to $85.20 \%$ on the original dataset. Similarly, SSIM and FID scores prove the effectiveness of DCGAN-generated images in enhancing data diversity. The critical brain regions are highlighted through Grad-CAM, which proves the transparency of the model. These findings prove that integrating synthetic data augmentation and explainability techniques enhances both accuracy and interpretability in dementia diagnosis.","2768-0940","978-1-6654-5768-2","10.1109/ISNCC66965.2025.11250406","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=11250406","Dementia;Deep Convolutional Generative Adversarial Network;Deep Learning;Gradient Class Activation Mapping;Visual Geometry Group (VGG-16)","Deep learning;Geometry;Training;Visualization;Accuracy;Generative adversarial networks;Medical diagnostic imaging;Dementia;Synthetic data;Overfitting","","","","17","IEEE","21 Nov 2025","27-29 Oct. 2025","27-29 Oct. 2025","IEEE","IEEE Conferences"
"Medisure: Towards Assuring Machine Learning-Based Medical Image Classifiers Using Mixup Boundary Analysis","A. Byfield; W. Poulett; B. Wallace; A. Jose; S. Tyagi; S. Shembekar; A. Qayyum; J. Qadir; M. Bilal","NHS England (National Health Service), UK; NHS England (National Health Service), UK; NHS England (National Health Service), UK; NHS England (National Health Service), UK; NHS England (National Health Service), UK; NHS England (National Health Service), UK; Information Technology University of the Punjab, Lahore, Pakistan; Qatar University, Doha, Qatar; Birmingham City University (BCU), Birmingham, UK",2024 IEEE International Symposium on Biomedical Imaging (ISBI),"22 Aug 2024","2024","","","1","4","Machine learning (ML) models are becoming integral in healthcare technologies, necessitating formal assurance methods to ensure their safety, fairness, robustness, and trustworthiness. However, these models are inherently error-prone, posing risks to patient health and potentially causing irreparable harm when deployed in clinics. Traditional software assurance techniques, designed for fixed code, are not directly applicable to ML models, which adapt and learn from curated datasets during training. Thus, there is an urgent need to adapt established software assurance principles such as boundary testing with synthetic data. To bridge this gap and enable objective assessment of ML models in real-world clinical settings, we propose Mix-Up Boundary Analysis (MUBA), a novel technique facilitating the evaluation of image classifiers in terms of prediction fairness. We evaluated MUBA using brain tumour and breast cancer classification tasks and achieved promising results. This research underscores the importance of adapting traditional assurance principles to assess ML models, ultimately enhancing the safety and reliability of healthcare technologies. Our code is available at https: //github.com/willpoulett/MUBA_pipeline.","1945-8452","979-8-3503-1333-8","10.1109/ISBI56570.2024.10635870","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10635870","","Training;Adaptation models;Codes;Medical services;Machine learning;Predictive models;Software","","","","10","IEEE","22 Aug 2024","27-30 May 2024","27-30 May 2024","IEEE","IEEE Conferences"
"Learning From Multiple Expert Annotators for Enhancing Anomaly Detection in Medical Image Analysis","K. H. Le; T. V. Tran; H. H. Pham; H. T. Nguyen; T. T. Le; H. Q. Nguyen","VinUni-Illinois Smart Health Center, Hanoi, VinUniversity, Vietnam; VinUni-Illinois Smart Health Center, Hanoi, VinUniversity, Vietnam; VinUni-Illinois Smart Health Center, Hanoi, VinUniversity, Vietnam; Smart Health Center, VinBigData JSC, Hanoi, Vietnam; Smart Health Center, VinBigData JSC, Hanoi, Vietnam; Smart Health Center, VinBigData JSC, Hanoi, Vietnam",IEEE Access,"15 Feb 2023","2023","11","","14105","14114","Recent years have experienced phenomenal growth in computer-aided diagnosis systems based on machine learning algorithms for anomaly detection tasks in the medical image domain. However, the performance of these algorithms greatly depends on the quality of labels since the subjectivity of a single annotator might decline the certainty of medical image datasets. In order to alleviate this problem, aggregating labels from multiple radiologists with different levels of expertise has been established. In particular, under the reliance on their own biases and proficiency levels, different qualified experts provide their estimations of the “true” bounding boxes representing the anomaly observations. Learning from these nonstandard labels exerts negative effects on the performance of machine learning networks. In this paper, we propose a simple yet effective approach for the enhancement of neural networks’ efficiency in abnormal detection tasks by estimating the actually hidden labels from multiple ones. A re-weighted loss function is also used to improve the detection capacity of the networks. We conduct an extensive experimental evaluation of our proposed approach on both simulated and real-world medical imaging datasets, MED-MNIST and VinDr-CXR. The experimental results show that our approach is able to capture the reliability of different annotators and outperform relevant baselines that do not consider the disagreements among annotators. Our code is available at https://github.com/huyhieupham/learning-from-multiple-annotators.","2169-3536","","10.1109/ACCESS.2023.3243845","Smart Health Center, VinBigData JSC; ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10041153","Computer-aided diagnosis;deep learning;object detection;multiple annotators","Annotations;Detectors;Training;Medical diagnostic imaging;Task analysis;Anomaly detection;Uncertainty","","33","","59","CCBY","9 Feb 2023","2023","","IEEE","IEEE Journals"
"The Effect of Vertebral Bone Attenuation on Measured Spinal Cord Activity in PET/MRI","E. Lennie; S. Sourbron; N. Hoggard; C. Tsoumpas","University of Sheffield, University MRI Unit, Sheffield, United Kingdom; University of Sheffield, University MRI Unit, Sheffield, United Kingdom; University of Sheffield, University MRI Unit, Sheffield, United Kingdom; Molecular Imaging, University Medical Centre Groningen, Groningen, Netherlands","2023 IEEE Nuclear Science Symposium, Medical Imaging Conference and International Symposium on Room-Temperature Semiconductor Detectors (NSS MIC RTSD)","13 Dec 2023","2023","","","1","1","Vertebral bone attenuation is typically ignored in image reconstruction for PET/MRI, but there is a risk that this biases the measured tracer uptake in the spinal cord. The aim of this study is to investigate this issue using patient data and simulations in an anthropomorphic phantom. Data in 2 patients administered 200MBq [18F]FDG were acquired on GE Signa PET/MR scanner to a 2 bed position static PET acquisition protocol with simultaneous MRI. Patient images were reconstructed with a Time of Flight OSEM Algorithm (2 iterations, 28 subsets, 2.3x2.3x2.78mm voxel size). Simulated data was created with the XCAT phantom representing the physiological [18F]FDG uptake of the neck and thorax. Simulated sinogram data were reconstructed in SIRF using an OSEM algorithm (10 iterations, 28 subsets, 2x2x2.78mm voxel size) with an accurate reference attenuation map and again using an attenuation map modified to assign tissue values to all bones. Data in both patients showed a sharp and consistent 46%-53% decline in activity at the transition from the cervical to the thoracic spine. This effect was not observed in simulated data with correct bone densities. When bone was incorrectly assigned tissue densities, a similar drop in the uptake was observed, but at 8.1% for mean uptake (20.1% for maximum uptake) this was substantially weaker than in the patient data. We conclude that while the spinal cord clearly shows an unphysiological decline in uptake values when acquired in PET/MRI, this can only partly be explained by ignoring attenuation in bone.","2577-0829","979-8-3503-3866-9","10.1109/NSSMICRTSD49126.2023.10337818","Medical Research Council; ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10337818","","Semiconductor device measurement;Spinal cord;Protocols;Semiconductor detectors;Phantoms;Attenuation measurement;Bones","","","","0","IEEE","13 Dec 2023","4-11 Nov. 2023","4-11 Nov. 2023","IEEE","IEEE Conferences"
"Use, Performance, and Limitations of Large Language Models in Mental Health: A Systematic Review","I. Amine; I. Lmati; H. Anoun; F. Ammor","RITM Laboratory, CED Engineering Sciences, Hassan II University, Casablanca, Morocco; Mathematics, Data Science and Emerging Technologies Laboratory, Hassan I University, Settat, Morocco; RITM Laboratory, CED Engineering Sciences, Hassan II University, Casablanca, Morocco; RITM Laboratory, CED Engineering Sciences, Hassan II University, Casablanca, Morocco",2025 International Conference on Intelligent Systems: Theories and Applications (SITA),"9 Dec 2025","2025","","","1","8","Mental disorders are being increasingly prevalent globally due to social, environmental and digital causes. Despite this increase, availability of specialized clinical care has not kept pace in most parts of the world. Fortunately, this is occurring at the same time of the advancement of large language models (LLMs), a form of artificial-intelligence, which have demonstrated intriguing potential for screening, diagnostic support, and therapeutic interactions. To examine this potential in more depth, we described and analyzed 41 studies that used transformer-based LLMs across psychiatry and clinical psychology that we located in the published literature between January 2022 and May 2025. We retrieved the literature through five open-access databases: Scopus, arXiv, Google Scholar, JMIR, and the ACM Digital Library. We extracted the following key variables from each article: Task type, target condition, model used, reported performance, and observed limitations. The most frequent tasks studied were detection of disorders and screening, decision-support and prevention. Reviewed papers mainly focused on depression and suicidality. GPT-4 and GPT-3.5 were the two most used models. Reported performance metrics, including overall accuracy and robustness, showed significant variability across tasks and datasets. Commonly described limitations were small or synthetic datasets, limited external validation, no real-world trials yet identified, and varying levels of transparency when reporting models' internal functioning. While LLMs may have promising capabilities, their full integration into clinical environments will have to contend with concerns about reliability, generalizability, and ethical use. Future research studies must conceptualize longitudinal studies, develop tools with the input of mental health professionals, and provide clarity in how safety, fairness, and data management are measured.","","979-8-3315-5989-2","10.1109/SITA67914.2025.11273691","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=11273691","Large language models;generative artificial intelligence;transformers;mental health","Training;Ethics;Large language models;Prevention and mitigation;Mental health;Transformers;Robustness;Safety;Systematic literature review;Synthetic data","","","","43","IEEE","9 Dec 2025","20-21 Oct. 2025","20-21 Oct. 2025","IEEE","IEEE Conferences"
"Moving Beyond Simulation: Data-Driven Quantitative Photoacoustic Imaging Using Tissue-Mimicking Phantoms","J. Gröhl; T. R. Else; L. Hacker; E. V. Bunce; P. W. Sweeney; S. E. Bohndiek","Cancer Research U.K. Cambridge Institute, Cambridge, U.K; Cancer Research U.K. Cambridge Institute, Cambridge, U.K; Department of Physics and the Cancer Research U.K. Cambridge Institute, University of Cambridge, Cambridge, U.K.; Cancer Research U.K. Cambridge Institute, Cambridge, U.K; Cancer Research U.K. Cambridge Institute, Cambridge, U.K; Cancer Research U.K. Cambridge Institute, Cambridge, U.K",IEEE Transactions on Medical Imaging,"5 Mar 2024","2024","43","3","1214","1224","Accurate measurement of optical absorption coefficients from photoacoustic imaging (PAI) data would enable direct mapping of molecular concentrations, providing vital clinical insight. The ill-posed nature of the problem of absorption coefficient recovery has prohibited PAI from achieving this goal in living systems due to the domain gap between simulation and experiment. To bridge this gap, we introduce a collection of experimentally well-characterised imaging phantoms and their digital twins. This first-of-a-kind phantom data set enables supervised training of a U-Net on experimental data for pixel-wise estimation of absorption coefficients. We show that training on simulated data results in artefacts and biases in the estimates, reinforcing the existence of a domain gap between simulation and experiment. Training on experimentally acquired data, however, yielded more accurate and robust estimates of optical absorption coefficients. We compare the results to fluence correction with a Monte Carlo model from reference optical properties of the materials, which yields a quantification error of approximately 20%. Application of the trained U-Nets to a blood flow phantom demonstrated spectral biases when training on simulated data, while application to a mouse model highlighted the ability of both learning-based approaches to recover the depth-dependent loss of signal intensity. We demonstrate that training on experimental phantoms can restore the correlation of signal amplitudes measured in depth. While the absolute quantification error remains high and further improvements are needed, our results highlight the promise of deep learning to advance quantitative PAI.","1558-254X","","10.1109/TMI.2023.3331198","NVIDIA Academic Hardware Grant Program and utilized two Quadro Ray Tracing Texel eXtreme (RTX) 8000; Deutsche Forschungsgemeinschaft (DFG, German Research Foundation(grant numbers:GR 5824/1); MedAccel Programme of National Physical Laboratory (NPL) financed by the Industrial Strategy Challenge Fund of the Department for Business, Energy and Industrial Strategy; Cancer Research U.K.(grant numbers:C9545/A29580); Cancer Research U.K. (Radiation Research Network (Rad- Net) Cambridge)(grant numbers:C17918/A28870); ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10312761","Deep learning;image reconstruction;photoacoustics;quantitative imaging","Phantoms;Optical imaging;Image reconstruction;Training;Imaging phantoms;Biomedical optical imaging;Adaptive optics","Animals;Mice;Phantoms, Imaging;Photoacoustic Techniques;Diagnostic Imaging;Computer Simulation;Monte Carlo Method","18","","49","CCBY","8 Nov 2023","March 2024","","IEEE","IEEE Journals"
"A Study on GANs for Data Augmentation in Machine Learning","C. Chakravorty; N. S. Shaik Khaji; M. A. A Shaikh; D. T L","Department of MCA, RV College of Engineering, Bangalore, India; Department of MCA, RV College of Engineering, Bangalore, India; Department of MCA, RV College of Engineering, Bangalore, India; Department of MCA, RV College of Engineering, Bangalore, India",2025 9th International Conference on Computational System and Information Technology for Sustainable Solutions (CSITSS),"19 Dec 2025","2025","","","1","6","Generative Adversarial Networks (GANs) have emerged as a trans formative framework in addressing the persistent challenge of data scarcity within machine learning. Unlike conventional augmentation methods, which mainly manipulate existing samples, GANs are capable of generating synthetic data that captures the true statistical structure of the training distribution. This study not only reviews their evolution and application across modalities such as images, natural language, and audio but also provides a synthesized comparison of empirical results reported in recent literature. A taxonomy of GAN approaches for augmentation is introduced, mapping different architectures to real-world data challenges such as imbalance, privacy, and fairness. The work highlights concrete contributions including a unified comparison framework, an evaluation of technical advancements, and identification of research gaps. In doing so, it positions GAN s as a critical enabler of scalable, ethical, and high-performing machine learning systems.","2767-1097","979-8-3315-8894-6","10.1109/CSITSS67709.2025.11294138","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=11294138","Generative Adversarial Networks (GANs);Data Augmentation;Deep Learning;Synthetic Data;Mode Collapse;Wasserstein Distance;Medical Imaging;Natural Language Processing;Federated Learning;StyleGAN;Conditional GAN;Training Stability;Privacy Preservation;Disentangled Representation;Semi -Supervised Learning","Training;Ethics;Data privacy;Taxonomy;Computer architecture;Generative adversarial networks;Data augmentation;Stability analysis;Synthetic data;Biomedical imaging","","","","27","IEEE","19 Dec 2025","20-22 Nov. 2025","20-22 Nov. 2025","IEEE","IEEE Conferences"
"Local Outlier Detection Based on K-distance Variation to Enhancing Imaging-aided Diagnosis","H. Dong; R. Li; W. Wang; S. Wu; G. Xu; Z. Zhao; Q. -G. Wang","Faculty of Artificial Intelligence, Beijing Normal University, Beijing, China; Faculty of Science and Technology, BNU-HKBU United International College, Zhuhai, China; Institute of Artificial Intelligence and Future Networks, Beijing Normal University, Zhuhai, China; Hong Kong Baptist University, China; University of Technology Sydney, Sydney, Australia; Faculty of Artificial Intelligence, Beijing Normal University, Beijing, China; Guangdong Key Lab of AI and MM Data Processing, Guangdong Provincial Key Laboratory IRADS, IAS, DST, BNU-HKBU United International College, Institute of Artificial Intelligence and Future Networks, Beijing Normal University, Zhuhai, China",2023 10th International Conference on Behavioural and Social Computing (BESC),"17 Jan 2024","2023","","","1","7","Local outlier detection is a critical task in data mining, which identifies outliers by estimating the anomaly score for each data point. The traditional density-based methods assign large k-distances to boundary data, which leads to the ""boundary bias issue"". Due to this issue, the anomaly scores of the boundary data are overestimated while the scores of their neighboring data points are underestimated, limiting the performance of local outlier detection. In this paper, we propose a novel local outlier detection method based on k-distance variation. This technique replaces the typical k-distance by measuring the k-nearest neighbor distance variations, eliminating the boundary bias by using adjacent nearest neighbors to transfer distances. To evaluate the performance of our proposed approach, we conduct plenty of experiments based on synthetic dataset, and also transform local anomaly scores into attention maps in the breast cancer detection. Experiments demonstrate that the proposed method not only outperforms other state-of-the-art methods in terms of the area under the receiver operating characteristic curve and precision on various synthetic datasets, but also generates more accurate attention maps to focus on multiple lesion areas for medical imaging-based diagnosis.","","979-8-3503-9588-4","10.1109/BESC59560.2023.10386587","National Natural Science Foundation of China; ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10386587","local outlier detection;local anomaly detection;k-distance variation;attention map;imaging-aided diagnosis","Measurement;Social computing;Refining;Transforms;Receivers;Breast cancer;Task analysis","","","","27","IEEE","17 Jan 2024","30 Oct.-1 Nov. 2023","30 Oct.-1 Nov. 2023","IEEE","IEEE Conferences"
"Rethinking Copy-Paste for Consistency Learning in Medical Image Segmentation","S. Huang; Y. Ge; D. Liu; M. Hong; J. Zhao; A. C. Loui","Key Laboratory of Dependable Service Computing in Cyber Physical Society, Ministry of Education, Chongqing University, Chongqing, China; Key Laboratory of Dependable Service Computing in Cyber Physical Society, Ministry of Education, Chongqing University, Chongqing, China; Department of Computer Engineering, Rochester Institute of Technology, Rochester, NY, USA; Key Laboratory of Dependable Service Computing in Cyber Physical Society, Ministry of Education, Chongqing University, Chongqing, China; Department of Biostatistics, Harvard T. H. Chan School of Public Health, Boston, MA, USA; Department of Computer Engineering, Rochester Institute of Technology, Rochester, NY, USA",IEEE Transactions on Image Processing,"14 Feb 2025","2025","34","","1060","1074","Semi-supervised learning based on consistency learning offers significant promise for enhancing medical image segmentation. Current approaches use copy-paste as an effective data perturbation technique to facilitate weak-to-strong consistency learning. However, these techniques often lead to a decrease in the accuracy of synthetic labels corresponding to the synthetic data and introduce excessive perturbations to the distribution of the training data. Such over-perturbation causes the data distribution to stray from its true distribution, thereby impairing the model’s generalization capabilities as it learns the decision boundaries. We propose a weak-to-strong consistency learning framework that integrally addresses these issues with two primary designs: 1) it emphasizes the use of highly reliable data to enhance the quality of labels in synthetic datasets through cross-copy-pasting between labeled and unlabeled datasets; 2) it employs uncertainty estimation and foreground region constraints to meticulously filter the regions for copy-pasting, thus the copy-paste technique implemented introduces a beneficial perturbation to the training data distribution. Our framework expands the copy-paste method by addressing its inherent limitations, and amplifying the potential of data perturbations for consistency learning. We extensively validated our model using six publicly available medical image segmentation datasets across different diagnostic tasks, including the segmentation of cardiac structures, prostate structures, brain structures, skin lesions, and gastrointestinal polyps. The results demonstrate that our method significantly outperforms state-of-the-art models. For instance, on the PROMISE12 dataset for the prostate structure segmentation task, using only 10% labeled data, our method achieves a 15.31% higher Dice score compared to the baseline models. Our experimental code will be made publicly available at https://github.com/slhuang24/RCP4CL.","1941-0042","","10.1109/TIP.2025.3536208","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10871927","Medical image segmentation;semi-supervised learning;consistency learning;data perturbation;copy-paste","Perturbation methods;Data models;Training;Image segmentation;Medical diagnostic imaging;Uncertainty;Estimation;Training data;Synthetic data;Thermal stability","Humans;Image Processing, Computer-Assisted;Algorithms;Machine Learning;Male;Databases, Factual;Supervised Machine Learning;Diagnostic Imaging;Prostate","15","","62","IEEE","4 Feb 2025","2025","","IEEE","IEEE Journals"
"An Ontological Framework for Lung Carcinoma Prognostication via Sophisticated Stacking and Synthetic Minority Oversampling Techniques","M. A. Hossain Raju; T. Imam; J. Islam; A. A. Rakin; M. N. Nayyem; M. S. Uddin","Department of Computer Science, University of South Dakota, South Dakota, USA; Department of Computer Science, University of South Dakota, South Dakota, USA; Department of Computer Science, University of South Dakota, South Dakota, USA; Department of Computer Science, University of South Dakota, South Dakota, USA; Department of Computer Science, University of South Dakota, South Dakota, USA; Department of Mathematics, New Mexico Institute of Mining & Technology, Socorro, NM, USA",2024 IEEE Asia Pacific Conference on Wireless and Mobile (APWiMob),"19 Dec 2024","2024","","","125","130","Lung cancer remains one of the leading causes of cancer-related mortality worldwide, predominantly due to its late-stage diagnosis and rapid progression. This study proposes an advanced ensemble learning model for early detection of lung cancer by analyzing demographic, clinical, and lifestyle features from a comprehensive survey dataset. To mitigate the issue of class imbalance, the Adaptive Synthetic Sampling (ADASYN) technique is employed, generating synthetic data for the minority class and improving model fairness. The ensemble model integrates XGBoost, LightGBM, and CatBoost algorithms in a stacking framework, which leverages the strengths of each algorithm to enhance overall predictive accuracy. To further refine the model, feature selection techniques such as Recursive Feature Elimination with Cross-Validation (RFECV) and LASSO Regression are utilized, minimizing the risk of overfitting and ensuring the model focuses on the most important predictive features. Hyperparameter tuning is optimized using Optuna, which applies Bayesian optimization techniques to identify the best configuration for model performance. Additionally, Stratified K-Fold Cross-Validation is employed to validate the robustness of the model, ensuring balanced representation across folds and enhancing generalizability. This approach demonstrates significant improvements in prediction accuracy compared to traditional machine learning models, emphasizing the potential of combining ensemble learning with robust optimization techniques for early lung cancer detection, ultimately contributing to more effective clinical decision-making and intervention.","2640-0189","979-8-3315-2124-0","10.1109/APWiMob64015.2024.10792946","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10792946","Lung Cancer Prediction;Early Detection;Ensemble Learning;Machine Learning;Transfer Learning","Adaptation models;Accuracy;Stacking;Lung cancer;Mortality;Predictive models;Prediction algorithms;Ensemble learning;Random forests;Optimization","","3","","15","IEEE","19 Dec 2024","28-30 Nov. 2024","28-30 Nov. 2024","IEEE","IEEE Conferences"
